,ground_truth,baseline,baseline_s42,baseline_s985,filt_freq_distro,filt_freq_distro_s42,filt_freq_distro_s985,filt_gen_sent,filt_gen_sent_s42,filt_gen_sent_s985,filt_tgt_ppl,filt_tgt_ppl_s42,filt_tgt_ppl_s985
14734,2,1,1,1,1,1,1,2,2,1,2,1,1
14735,0,1,1,1,2,2,2,0,0,0,2,2,2
14736,0,0,0,2,3,1,3,3,4,1,0,2,4
14737,2,1,1,1,1,1,1,1,1,1,1,1,1
14738,0,2,2,2,2,2,4,3,2,0,2,2,2
14739,4,2,2,3,5,5,4,2,3,2,2,5,3
14740,2,3,3,3,3,3,3,2,2,2,2,3,2
14741,1,1,1,1,3,2,2,2,2,2,2,1,2
14742,2,1,0,1,2,1,2,2,0,0,1,2,1
14743,4,0,0,0,3,2,3,3,2,2,2,1,2
14744,6,4,4,4,3,4,0,4,2,2,0,0,0
14745,0,1,1,1,3,2,2,3,3,2,3,3,3
14746,2,0,0,1,4,5,3,2,2,2,1,2,3
14747,0,0,0,0,1,1,1,2,2,0,1,2,2
14748,2,1,1,1,4,1,5,1,2,2,2,3,3
14749,2,4,2,3,1,0,1,1,1,1,3,2,0
14750,0,0,0,0,0,1,0,0,1,2,0,0,0
14751,1,0,1,1,2,2,2,1,2,1,1,1,1
14752,0,1,1,1,1,3,0,3,2,2,1,1,2
14753,0,4,4,0,1,1,2,2,2,2,2,1,2
14754,2,3,0,0,1,1,6,1,2,0,0,2,2
14755,1,0,0,0,2,3,2,1,2,2,2,2,2
14756,3,1,0,0,5,0,5,3,3,3,3,3,5
14757,4,0,0,0,4,2,2,3,3,3,1,4,3
14758,2,1,1,1,2,1,3,1,1,2,1,0,0
14759,2,1,2,2,2,2,2,3,3,3,3,2,2
14760,1,0,0,0,2,2,2,1,3,3,1,2,1
14761,1,0,0,0,2,1,2,0,1,1,4,1,3
14762,0,2,1,2,3,2,1,2,2,2,2,2,2
14763,2,0,0,0,1,1,0,0,0,0,0,0,0
14764,1,0,0,0,2,0,0,0,1,1,1,1,2
14765,0,0,0,0,2,0,0,1,2,2,2,1,1
14766,0,0,2,1,2,2,2,2,2,1,1,1,1
14767,3,4,4,4,4,0,3,3,2,4,0,0,0
14768,4,3,3,2,4,4,3,4,3,2,1,0,1
14769,3,0,0,0,3,3,1,1,1,4,4,2,1
14770,2,2,0,2,5,6,5,4,3,6,5,5,5
14771,0,0,0,0,1,1,1,1,2,1,1,3,1
14772,2,1,1,0,2,2,2,2,2,1,3,2,0
14773,2,1,1,1,1,1,1,1,2,2,2,2,2
14774,3,3,2,3,3,4,5,3,3,3,2,2,3
14775,3,2,3,2,1,1,6,2,3,2,3,5,3
14776,3,1,0,1,2,3,0,1,1,1,1,1,1
14777,2,2,1,2,2,2,2,2,1,1,2,1,2
14778,3,0,0,0,0,0,0,0,0,0,1,0,1
14779,2,1,0,0,1,2,2,0,1,1,4,5,1
14780,5,4,4,4,6,6,6,4,6,5,2,2,3
14781,3,2,0,2,3,3,3,4,2,2,3,3,4
14782,5,1,1,1,5,5,5,3,2,2,3,3,3
14783,4,0,0,0,1,1,1,4,3,3,1,2,4
14784,3,1,1,3,1,3,2,1,0,3,1,1,2
14785,1,2,1,2,3,3,3,2,2,2,1,2,3
14786,3,2,2,0,3,4,3,2,4,2,3,2,3
14787,3,0,0,0,1,1,1,1,1,1,2,2,2
14788,4,3,3,3,3,0,0,1,1,2,3,0,3
14789,1,2,1,2,1,1,3,1,1,1,1,2,1
14790,1,0,1,1,1,1,2,1,1,1,1,3,1
14791,6,1,1,3,3,2,3,1,1,1,2,2,1
14792,2,1,2,1,6,0,1,2,2,2,2,1,2
14793,3,0,0,0,1,2,2,2,2,3,2,2,1
14794,4,2,2,2,3,3,5,2,2,3,2,2,2
14795,2,1,0,0,2,2,2,1,1,0,2,1,1
14796,0,0,0,0,2,2,2,1,2,2,3,2,1
14797,1,1,1,3,3,4,3,2,2,2,2,2,2
14798,1,1,1,1,4,2,2,1,1,1,3,2,4
14799,2,0,0,0,4,2,5,1,2,2,2,2,1
14800,1,1,1,1,1,2,2,2,3,2,2,1,1
14801,4,0,2,4,3,3,2,5,4,6,4,4,2
14802,4,1,1,1,2,2,2,2,2,2,2,2,2
14803,2,1,1,1,3,5,5,2,2,2,2,2,2
14804,2,0,0,0,2,2,2,1,1,0,1,2,1
14805,1,0,0,1,0,1,1,1,1,2,1,1,3
14806,1,1,3,1,3,2,3,1,3,3,3,3,3
14807,3,2,2,2,2,2,3,1,2,2,1,0,0
14808,2,0,0,0,1,1,1,1,0,0,1,3,2
14809,2,2,2,2,5,4,5,3,2,4,0,0,0
14810,2,1,2,3,4,1,2,2,2,2,1,1,1
14811,0,0,0,1,2,0,1,0,0,2,1,0,0
14812,1,0,0,0,1,2,2,2,2,1,2,4,3
14813,0,0,1,2,2,1,0,1,2,1,3,3,3
14814,2,0,0,0,2,2,2,0,3,2,1,3,2
14815,0,0,0,0,0,1,2,0,1,1,1,1,1
14816,3,1,4,2,3,1,2,2,2,2,1,2,2
14817,3,3,1,2,1,1,1,4,5,2,3,2,3
14818,1,0,0,0,1,2,1,1,2,1,0,0,0
14819,2,1,4,1,0,2,1,2,2,2,1,1,1
14820,1,0,0,0,2,4,2,3,3,2,2,3,2
14821,3,0,0,3,2,2,3,1,2,0,1,4,0
14822,1,0,0,0,0,0,0,0,0,0,0,1,0
14823,0,1,1,1,2,2,2,0,4,1,1,1,2
14824,1,0,0,0,2,1,2,1,1,0,6,2,3
14825,3,1,2,1,2,2,3,2,2,3,2,2,1
14826,0,0,1,0,1,1,4,3,1,1,2,0,0
14827,1,0,0,0,0,0,2,1,1,1,0,0,1
14828,4,0,1,0,1,3,1,2,1,1,1,2,3
14829,3,1,0,0,1,1,1,3,2,2,0,0,2
14830,1,0,0,0,1,3,1,3,3,2,3,3,2
14831,0,0,0,0,0,1,0,0,0,0,1,1,1
14832,2,1,1,1,4,4,2,4,2,2,1,1,2
14833,4,1,1,1,3,5,2,0,0,2,3,2,2
14834,1,0,2,1,4,1,4,1,2,2,2,0,2
14835,2,2,2,2,2,2,2,2,2,2,2,2,2
14836,1,1,0,0,2,3,3,3,2,3,1,1,2
14837,3,1,1,1,0,1,2,1,2,2,2,2,1
14838,0,0,0,0,2,2,2,2,2,2,1,2,1
14839,2,0,0,1,2,2,2,2,2,3,3,1,3
14840,2,0,0,0,2,0,0,0,1,1,2,1,0
14841,4,2,2,2,3,1,2,1,1,1,2,2,2
14842,0,0,1,2,4,4,4,3,2,3,3,2,2
14843,1,1,2,2,3,3,4,2,3,1,5,3,4
14844,3,0,2,0,2,2,1,3,3,2,1,2,2
14845,3,0,0,1,1,2,1,0,0,0,0,0,0
14846,1,0,0,0,2,2,2,1,2,2,1,1,1
14847,1,1,1,1,2,3,4,3,3,3,1,3,3
14848,1,0,0,0,2,2,2,1,1,1,2,2,0
14849,2,0,0,0,1,2,2,1,1,3,2,1,1
14850,4,2,2,2,2,0,1,2,1,1,2,2,2
14851,1,0,0,0,0,0,3,0,1,0,1,0,1
14852,0,0,1,0,0,2,1,1,1,1,2,1,2
14853,2,0,0,1,1,1,1,2,3,2,1,1,1
14854,0,0,0,0,0,0,0,0,0,0,0,0,0
14855,1,0,2,0,1,3,3,1,0,1,0,1,0
14856,2,0,0,0,2,2,1,0,2,2,1,2,1
14857,2,0,0,0,1,1,2,0,1,0,1,1,1
14858,2,0,1,0,1,2,3,0,1,0,2,1,1
14859,3,3,1,1,3,2,3,2,2,1,1,2,3
14860,4,3,4,4,5,4,6,2,2,2,4,4,4
14861,0,0,0,0,0,1,1,1,2,2,0,0,0
14862,1,2,1,1,2,2,2,2,1,2,3,2,1
14863,4,0,0,0,2,3,2,3,2,2,1,1,1
14864,5,0,0,0,0,0,0,0,0,0,0,0,0
14865,2,0,2,0,0,2,1,1,0,0,2,2,2
14866,5,5,0,0,1,2,1,2,4,2,2,2,6
14867,0,0,0,0,3,4,1,0,0,0,3,1,4
14868,2,1,1,3,1,1,2,0,2,4,3,2,1
14869,1,0,0,0,1,2,2,3,3,2,3,3,2
14870,1,1,2,2,2,2,2,2,2,3,2,3,2
14871,2,1,2,3,2,3,2,2,2,2,1,0,1
14872,0,0,0,0,2,1,0,0,0,0,0,3,2
14873,2,1,3,3,2,2,3,2,3,2,1,2,1
14874,1,0,0,0,2,1,1,0,2,2,3,2,1
14875,3,0,0,0,2,2,2,2,1,3,2,1,1
14876,1,0,0,0,3,2,2,2,1,2,2,2,3
14877,1,0,0,0,2,2,2,2,3,2,1,1,3
14878,5,0,1,0,2,0,2,2,1,2,2,2,2
14879,1,0,0,0,1,2,2,2,1,0,1,1,1
14880,2,2,2,2,2,2,2,1,1,1,2,2,2
14881,2,0,1,1,2,1,1,1,1,2,1,2,1
14882,4,0,0,0,3,4,3,3,0,3,2,1,3
14883,1,0,0,0,3,1,3,0,0,1,1,2,1
14884,4,0,3,3,3,2,2,1,2,2,1,2,1
14885,3,2,1,1,2,2,3,1,2,2,2,2,0
14886,0,0,0,0,2,4,3,1,3,2,3,5,3
14887,1,1,1,1,3,4,2,2,2,2,4,4,2
14888,4,4,4,1,3,4,3,2,3,3,4,4,4
14889,0,1,0,1,3,2,3,3,1,3,1,2,2
14890,1,0,2,3,1,3,2,3,4,3,3,3,4
14891,4,0,2,0,2,3,2,3,3,3,2,2,1
14892,0,1,0,0,2,4,2,2,0,0,1,1,1
14893,2,3,2,2,5,4,4,1,1,1,5,5,4
14894,2,0,0,0,2,2,4,3,0,3,1,3,5
14895,2,0,0,1,4,2,1,2,2,2,2,2,0
14896,2,1,1,1,2,1,2,2,2,2,1,1,2
14897,2,0,0,0,0,0,0,0,0,0,0,1,1
14898,2,2,2,3,1,3,3,2,1,3,1,2,1
14899,1,0,0,0,1,1,2,0,2,3,1,1,1
14900,1,0,0,1,2,2,2,3,1,1,1,1,3
14901,2,0,2,3,1,1,0,2,4,4,2,3,2
14902,1,0,0,0,4,2,2,1,1,2,2,2,2
14903,2,4,3,4,3,4,3,2,2,2,3,3,3
14904,1,1,0,0,3,3,3,5,2,4,1,2,1
14905,2,3,2,2,3,4,3,4,3,3,1,1,1
14906,3,3,2,2,4,4,2,3,2,3,2,1,1
14907,2,2,1,2,3,3,0,2,2,2,1,1,1
14908,3,1,2,1,2,2,2,2,2,2,2,1,3
14909,0,0,0,0,1,2,1,1,1,1,1,0,0
14910,0,0,1,0,2,2,1,2,4,2,2,1,2
14911,2,4,1,1,4,4,4,2,2,2,4,2,4
14912,1,1,3,2,5,3,3,2,2,2,2,1,3
14913,1,0,0,0,0,0,0,1,1,0,0,0,0
14914,0,0,1,0,0,0,0,0,0,0,0,1,0
14915,0,0,0,0,3,4,3,4,4,3,1,1,1
14916,4,3,3,1,5,5,2,2,4,3,5,5,5
14917,1,0,1,1,1,2,2,2,4,1,0,1,4
14918,1,2,4,4,1,1,1,1,1,1,2,2,2
14919,1,0,0,0,2,2,2,1,3,2,1,4,2
14920,0,0,0,0,1,0,1,1,0,1,1,1,1
14921,4,0,1,0,1,1,2,2,2,2,1,1,1
14922,1,0,0,0,1,1,0,0,0,3,0,0,0
14923,1,0,0,0,2,2,2,3,1,3,1,1,1
14924,3,4,4,5,4,4,4,4,2,4,5,4,4
14925,2,0,0,0,0,0,0,1,2,0,0,1,1
14926,2,0,0,0,2,2,2,0,3,0,1,2,1
14927,1,2,2,6,3,3,2,3,4,3,1,1,3
14928,1,1,0,0,3,3,2,3,3,2,3,3,3
14929,0,2,2,2,2,1,2,2,2,1,1,2,1
14930,5,1,0,0,2,2,2,2,0,2,1,1,0
14931,1,2,1,1,4,1,1,3,2,2,1,1,1
14932,0,0,0,0,3,2,2,2,3,3,1,2,2
14933,2,0,0,2,2,2,2,2,1,1,1,0,3
14934,2,1,1,1,4,0,4,3,2,4,4,2,2
14935,2,0,0,0,1,1,2,2,2,2,2,3,2
14936,0,0,0,0,1,1,1,1,1,0,0,0,0
14937,3,1,1,2,5,3,1,3,2,2,1,1,1
14938,0,0,0,0,2,1,2,2,2,2,0,1,1
14939,3,3,2,2,2,3,4,2,1,1,1,1,0
14940,1,1,1,2,2,4,2,1,2,5,3,1,2
14941,3,2,2,2,2,3,3,3,2,3,2,2,2
14942,2,2,2,2,3,4,5,2,5,1,3,0,4
14943,1,0,2,0,1,2,2,0,0,0,1,1,2
14944,2,1,1,2,1,1,1,2,2,3,3,3,3
14945,1,0,1,2,1,2,1,1,1,1,1,1,2
14946,1,0,0,0,3,0,0,1,3,3,0,2,1
14947,4,2,2,2,4,3,4,5,5,4,3,3,3
14948,0,1,1,1,2,2,1,2,3,2,2,4,2
14949,1,1,0,0,3,5,3,3,3,4,3,3,4
14950,2,2,1,1,2,4,1,1,1,2,2,2,2
14951,2,1,1,1,2,2,2,2,3,2,2,2,2
14952,4,1,3,1,0,0,0,3,3,3,1,0,2
14953,2,5,2,3,4,2,3,3,2,2,5,3,3
14954,1,1,1,1,2,2,2,1,2,1,1,1,1
14955,1,1,1,1,1,2,5,3,2,2,2,1,2
14956,1,0,1,0,3,2,0,2,2,4,3,3,4
14957,1,1,1,1,1,1,2,2,3,3,1,2,1
14958,1,0,0,0,0,0,0,0,0,0,1,1,1
14959,1,2,2,2,2,2,2,1,2,2,2,2,2
14960,5,3,2,2,3,5,2,2,5,2,2,2,3
14961,6,0,1,0,5,4,2,3,3,2,1,2,2
14962,0,0,1,0,2,1,2,4,3,3,3,4,4
14963,2,1,2,2,2,2,2,1,2,1,2,4,2
14964,2,0,0,0,3,3,3,3,4,4,3,3,3
14965,1,1,1,1,2,2,2,2,2,2,1,1,1
14966,4,1,3,1,2,1,2,1,1,1,1,0,2
14967,3,1,1,1,2,1,3,2,1,0,1,3,2
14968,0,0,1,0,1,2,1,2,3,2,2,2,2
14969,2,2,2,1,3,2,3,2,2,2,1,1,2
14970,5,0,0,0,2,3,2,3,1,4,1,2,2
14971,1,1,0,1,2,2,2,0,0,2,2,1,1
14972,4,1,2,1,5,3,2,3,3,5,3,3,3
14973,5,1,1,1,1,1,3,2,1,2,1,1,3
14974,4,0,0,0,2,2,0,1,1,1,2,2,2
14975,5,0,0,0,1,2,2,1,2,2,2,4,2
14976,0,0,0,0,4,4,2,1,1,2,1,1,1
14977,1,1,1,1,2,0,2,1,1,2,2,1,1
14978,0,2,1,2,3,3,3,3,2,3,1,2,1
14979,1,0,1,0,5,0,1,2,1,1,3,4,2
14980,2,1,2,2,4,4,2,1,1,2,2,1,4
14981,4,3,3,3,3,2,3,2,2,2,0,3,0
14982,0,2,2,2,1,2,2,2,2,2,1,1,1
14983,4,0,0,0,3,3,3,1,1,1,1,1,1
14984,1,2,1,2,3,1,2,3,2,2,2,2,2
14985,1,2,0,1,2,1,2,2,1,3,0,2,0
14986,3,0,0,1,3,3,2,2,2,2,3,2,1
14987,2,2,0,1,4,4,1,2,3,2,1,2,1
14988,1,0,0,0,2,2,2,4,4,3,1,1,1
14989,5,2,3,3,3,2,3,3,2,4,1,5,1
14990,4,1,1,1,1,2,3,1,1,1,1,0,0
14991,1,1,3,2,2,3,3,2,2,2,2,2,2
14992,2,1,1,1,3,2,2,1,1,1,1,1,1
14993,4,1,2,1,5,3,2,2,2,3,1,2,1
14994,0,1,0,0,1,2,2,1,1,0,1,0,2
14995,3,0,0,0,0,1,2,1,1,1,0,2,0
14996,1,0,0,0,2,4,2,1,0,2,1,2,2
14997,1,1,0,3,1,3,1,2,2,2,1,2,1
14998,4,2,0,1,2,3,2,1,2,3,4,2,2
14999,6,1,1,1,1,0,2,2,1,2,1,1,0
15000,0,0,0,0,0,0,0,3,0,0,1,1,1
15001,2,0,2,2,6,4,5,2,2,2,2,2,2
15002,0,0,1,0,2,1,1,0,1,1,0,0,0
15003,3,0,0,0,0,0,1,1,1,1,0,0,0
15004,0,3,3,3,2,2,2,2,2,2,1,1,1
15005,0,0,0,0,2,0,3,2,1,2,1,1,0
15006,3,2,2,2,2,2,2,1,1,1,2,2,1
15007,3,4,4,4,4,4,2,3,3,2,1,4,4
15008,2,1,1,1,2,0,1,0,0,0,0,1,1
15009,3,3,3,3,2,2,3,2,2,2,0,1,0
15010,8,0,0,3,1,2,3,4,2,3,3,2,2
15011,1,0,2,2,1,1,2,0,1,4,2,2,2
15012,1,0,0,2,2,2,3,1,3,3,1,0,0
15013,1,0,0,1,2,2,1,1,2,1,2,3,1
15014,2,1,6,6,1,4,0,1,4,4,0,2,0
15015,1,2,2,2,2,2,2,2,2,1,2,2,2
15016,1,1,3,1,1,4,3,2,2,2,2,2,1
15017,1,1,0,3,1,3,3,1,1,3,1,1,1
15018,3,1,2,1,1,1,3,1,2,2,1,1,1
15019,2,1,1,1,3,2,3,5,3,4,3,6,2
15020,1,2,2,2,2,2,2,2,2,2,2,2,2
15021,1,1,0,0,2,1,2,1,0,3,3,2,1
15022,0,0,0,0,2,2,3,2,2,1,1,1,1
15023,0,0,0,0,1,2,1,1,2,1,1,2,0
15024,3,0,0,4,4,4,4,1,4,2,1,3,3
15025,2,1,1,4,1,1,2,0,2,2,2,1,3
15026,0,2,2,0,1,1,3,2,2,2,3,2,2
15027,7,4,5,4,3,3,3,3,5,4,3,4,4
15028,6,2,2,2,3,5,1,2,2,2,2,2,5
15029,0,0,1,0,1,2,1,2,4,3,5,2,2
15030,3,1,0,0,3,2,2,1,3,3,1,0,1
15031,3,0,0,0,2,1,2,1,1,1,1,1,1
15032,0,0,0,0,2,2,2,3,3,3,3,3,1
15033,1,0,0,0,1,1,0,0,0,2,1,1,2
15034,2,0,0,0,3,4,3,2,2,4,2,3,1
15035,3,1,0,1,2,1,2,2,2,2,1,2,2
15036,1,0,0,0,1,2,1,0,0,0,0,1,1
15037,1,1,0,1,1,1,3,5,5,4,3,2,2
15038,2,2,2,2,2,2,2,3,1,3,2,2,2
15039,2,3,3,3,3,3,2,4,4,5,3,2,3
15040,1,2,1,1,4,1,4,2,3,2,2,2,2
15041,2,0,0,0,2,3,2,3,2,3,3,1,1
15042,2,1,1,1,1,2,1,4,3,4,4,0,5
15043,2,0,0,0,0,0,0,1,0,1,0,0,1
15044,1,0,0,0,0,0,0,0,0,0,0,0,0
15045,3,3,3,3,3,3,3,1,2,2,3,4,3
15046,1,0,0,0,1,0,1,1,1,0,1,1,1
15047,6,1,1,3,3,4,3,2,1,1,2,3,1
15048,2,0,0,1,0,2,1,3,3,1,1,1,0
15049,0,1,1,1,4,1,5,1,2,1,1,3,1
15050,1,1,1,1,3,1,1,3,1,3,0,2,2
15051,0,2,4,2,2,4,5,4,6,5,4,3,3
15052,1,0,0,0,2,2,2,3,2,3,1,2,4
15053,3,0,0,0,2,0,1,1,0,2,0,2,2
15054,1,1,1,1,0,2,0,0,1,1,2,0,0
15055,1,0,0,3,1,3,1,1,1,1,1,3,1
15056,3,1,1,0,2,0,3,2,0,1,2,2,1
15057,3,2,3,2,5,7,5,3,2,2,2,2,1
15058,0,1,0,2,2,5,5,3,2,2,1,2,3
15059,3,2,2,2,1,1,5,2,2,2,2,2,1
15060,2,1,1,1,4,2,2,2,2,2,2,3,1
15061,1,2,1,1,3,2,5,2,2,2,3,3,3
15062,6,0,0,0,2,1,2,0,1,1,1,1,5
15063,3,2,2,2,6,4,7,0,1,0,3,2,5
15064,4,2,2,2,2,2,2,2,2,2,2,2,2
15065,1,2,2,2,1,2,1,4,4,4,3,0,3
15066,1,3,5,2,2,2,2,1,3,4,2,3,2
15067,0,1,1,1,0,2,1,1,1,1,1,1,0
15068,0,0,0,0,1,1,1,2,0,2,1,1,2
15069,1,0,1,0,0,3,2,1,1,1,6,3,2
15070,3,0,0,1,4,2,1,1,3,2,3,0,1
15071,3,2,2,2,3,2,3,2,3,3,2,2,3
15072,2,1,1,1,5,2,3,1,1,1,2,1,3
15073,2,0,0,0,4,2,3,0,2,3,3,0,2
15074,4,0,0,0,0,0,0,0,2,0,3,2,4
15075,0,0,0,0,0,0,1,0,0,0,0,0,0
15076,1,1,2,2,2,2,5,0,2,4,1,1,1
15077,4,1,4,0,1,2,3,4,5,4,1,0,0
15078,0,0,0,0,0,0,0,1,1,1,0,0,0
15079,3,0,2,2,2,3,2,1,1,2,1,1,1
15080,3,1,0,0,1,2,2,0,3,1,2,2,2
15081,6,7,3,3,6,7,6,5,4,3,3,4,4
15082,3,3,4,4,3,5,4,3,4,5,3,3,3
15083,2,1,1,1,2,0,2,0,2,2,2,2,2
15084,3,0,0,0,0,1,0,1,1,1,0,0,0
15085,4,3,3,1,3,2,3,4,3,4,3,4,5
15086,1,1,2,2,2,1,2,1,1,1,2,1,2
15087,0,0,1,0,1,1,2,3,2,1,0,1,0
15088,0,1,1,1,1,1,2,4,2,6,2,1,4
15089,0,3,3,3,2,2,2,2,1,2,1,1,2
15090,2,0,0,0,1,1,0,0,0,0,0,1,0
15091,3,2,0,0,2,4,1,1,1,1,0,0,0
15092,2,2,1,2,2,2,2,2,2,2,2,2,2
15093,0,0,0,0,1,2,1,2,2,1,3,1,2
15094,1,4,0,0,2,3,2,3,3,3,1,2,2
15095,0,0,0,1,1,1,2,2,2,2,1,3,1
15096,4,0,1,0,1,2,1,1,2,1,1,1,2
15097,0,4,4,2,4,3,3,4,0,2,3,2,3
15098,7,1,1,1,1,2,3,1,3,1,4,3,1
15099,5,2,2,2,4,2,3,2,1,2,2,2,2
15100,3,2,3,2,2,2,3,1,1,1,2,1,2
15101,3,0,0,0,2,0,2,2,0,1,0,1,0
15102,1,2,2,1,2,2,1,3,2,3,2,2,2
15103,0,0,0,0,1,5,1,3,1,2,2,3,3
15104,3,2,2,2,2,2,2,1,1,1,2,2,2
15105,0,0,0,0,2,2,2,2,3,3,2,3,2
15106,2,4,4,3,2,5,3,2,3,2,5,3,3
15107,0,1,1,1,2,6,6,1,2,3,0,0,6
15108,3,0,0,0,2,0,2,3,1,3,4,2,2
15109,0,0,0,1,1,2,2,2,2,2,2,2,1
15110,2,0,0,0,3,4,3,1,1,1,1,1,1
15111,1,1,1,2,1,1,1,1,1,1,2,1,1
15112,2,0,0,0,1,0,0,0,2,0,0,2,1
15113,1,0,0,0,1,2,0,1,1,1,0,1,0
15114,0,0,2,2,2,2,2,3,1,2,2,2,2
15115,3,3,3,3,3,3,3,4,1,3,3,3,3
15116,2,0,0,0,0,0,0,0,0,0,0,0,0
15117,1,0,0,0,0,0,1,1,0,1,0,1,0
15118,1,1,1,0,1,1,1,1,0,0,2,2,2
15119,2,0,0,0,0,0,0,0,0,0,0,0,0
15120,1,1,0,0,2,2,2,2,2,2,3,2,2
15121,1,0,0,0,1,2,1,2,2,2,1,1,1
15122,1,0,0,0,1,1,1,1,1,1,1,1,1
15123,1,1,4,2,1,2,1,2,2,2,1,1,2
15124,2,0,0,0,0,1,0,1,0,0,0,0,1
15125,2,0,0,0,1,1,3,1,0,0,0,1,0
15126,3,0,0,0,2,2,4,1,1,1,1,1,2
15127,1,0,0,0,1,1,0,1,0,1,1,0,0
15128,3,1,1,1,1,2,3,1,1,1,2,2,3
15129,4,1,2,1,1,2,2,3,2,3,1,2,1
15130,4,1,1,1,2,2,1,4,1,1,3,1,1
15131,0,1,2,1,2,3,2,2,2,2,2,2,1
15132,0,0,0,0,1,1,1,0,1,1,1,1,1
15133,0,1,2,2,1,1,1,2,3,3,3,2,1
15134,1,0,1,2,2,3,2,1,1,2,0,2,2
15135,0,0,0,0,0,2,2,0,1,0,0,0,0
15136,3,0,1,2,3,3,3,3,4,4,0,3,2
15137,3,2,2,2,1,0,0,1,0,3,2,2,2
15138,2,1,1,1,3,2,3,2,2,2,1,4,3
15139,4,2,5,2,4,4,2,3,3,3,4,2,1
15140,1,0,0,0,1,0,1,1,2,0,0,1,1
15141,0,2,2,3,2,2,3,4,3,3,3,4,3
15142,0,0,0,0,1,1,1,1,2,1,1,0,2
15143,1,2,4,2,2,3,3,1,2,1,1,3,2
15144,2,1,1,1,2,1,3,2,2,2,1,2,2
15145,2,0,0,0,1,3,2,1,2,1,1,1,0
15146,0,0,0,0,2,2,2,3,2,2,1,1,2
15147,2,1,1,1,5,2,3,2,2,2,3,3,3
15148,3,1,1,1,3,3,3,2,3,3,2,2,2
15149,0,0,0,0,1,2,1,1,1,1,0,0,0
15150,1,0,0,0,1,1,2,2,2,3,3,1,2
15151,0,0,0,0,5,3,2,2,2,2,1,1,2
15152,1,1,2,1,3,2,3,2,3,3,2,2,3
15153,2,1,1,1,1,1,2,2,2,2,1,1,1
15154,1,1,2,2,3,2,2,1,1,1,1,1,1
15155,1,0,0,0,2,2,2,3,1,2,1,1,1
15156,3,2,2,1,4,4,2,2,2,2,1,2,2
15157,2,3,2,3,5,2,5,3,3,4,2,2,2
15158,3,1,3,1,4,2,3,2,2,2,1,3,2
15159,1,0,0,0,2,0,2,2,2,3,1,1,1
15160,2,1,1,1,2,1,2,3,2,2,3,2,3
15161,2,2,1,1,0,3,2,1,1,1,2,1,2
15162,2,1,0,3,2,2,1,2,2,2,1,0,1
15163,2,2,1,0,1,2,3,1,2,3,1,3,2
15164,1,0,0,0,2,2,2,2,1,3,1,2,1
15165,2,1,1,1,1,4,4,3,3,1,2,2,1
15166,1,1,1,1,5,2,4,1,2,2,2,2,1
15167,2,0,1,0,1,1,1,2,1,1,1,2,1
15168,1,0,0,0,1,1,1,1,4,1,1,0,1
15169,0,0,0,0,3,2,1,3,2,2,2,2,2
15170,2,0,0,0,0,0,0,2,1,1,0,0,0
15171,1,0,1,1,5,2,5,1,1,3,1,1,2
15172,3,1,1,1,2,2,3,4,3,4,0,0,0
15173,0,0,0,0,0,2,1,2,2,0,1,1,1
15174,2,0,0,0,2,1,1,2,1,2,1,0,0
15175,2,1,2,0,3,3,3,3,3,3,2,2,2
15176,2,0,0,0,2,3,1,0,0,1,2,2,2
15177,2,2,2,2,2,3,2,2,3,4,2,2,2
15178,1,1,3,1,2,1,3,3,2,1,0,3,0
15179,2,3,1,2,3,3,3,5,3,4,5,6,3
15180,1,0,1,0,4,4,4,3,2,3,5,5,5
15181,0,1,1,1,2,0,1,1,1,0,2,2,2
15182,2,1,1,1,2,2,1,1,1,2,2,0,0
15183,2,0,0,0,2,3,2,3,2,2,3,2,3
15184,3,2,1,2,3,2,3,2,2,2,2,2,2
15185,3,0,0,0,2,1,0,0,0,1,1,1,1
15186,2,0,0,0,4,0,4,3,4,4,1,4,3
15187,2,0,0,0,0,0,0,1,1,1,1,0,0
15188,0,0,0,0,0,2,2,3,1,2,0,1,0
15189,2,2,2,2,3,3,5,1,0,3,2,2,1
15190,0,2,1,2,2,2,2,1,2,2,1,1,1
15191,1,0,0,0,0,0,1,0,2,1,0,0,0
15192,4,1,0,0,1,1,1,1,2,2,2,2,2
15193,1,0,2,0,1,2,0,2,2,3,0,3,1
15194,1,1,0,0,2,2,2,3,3,3,1,2,1
15195,0,0,1,0,1,3,1,0,0,3,2,3,3
15196,3,0,0,0,2,2,2,1,1,3,1,2,2
15197,0,1,0,0,1,2,2,2,2,2,1,1,2
15198,1,1,0,0,1,1,1,1,2,0,2,0,1
15199,0,0,0,0,2,2,2,1,1,1,1,3,1
15200,1,0,0,0,1,1,1,1,1,1,1,1,3
15201,0,1,1,1,3,1,1,1,2,1,2,2,2
15202,3,0,0,0,5,3,5,3,2,2,2,1,1
15203,1,1,1,2,0,1,0,0,2,2,1,2,2
15204,1,0,1,1,1,3,2,4,4,4,0,0,2
15205,1,2,0,1,1,2,7,3,2,3,0,0,0
15206,1,0,0,0,1,2,1,1,2,2,1,2,1
15207,4,5,3,5,3,3,3,3,3,3,0,0,0
15208,1,0,0,0,2,3,2,5,4,2,1,0,0
15209,0,0,0,1,2,2,2,1,2,2,1,3,2
15210,2,2,2,2,5,3,1,3,2,2,5,5,2
15211,0,2,2,2,5,3,4,2,0,5,2,2,2
